Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;7347;6866;7828;100;30;30;0;269;96,3;2;6669;409;125;186;64;35;30;5
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;714;644;784;100;30;30;0;1;99,9;4;575;138;17;16;102;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;6504;6139;6869;100;30;30;0;9;99,9;Totalt i retning LANGNESBAKKEN;6204;291;53;99;126;12;12;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;8063;7517;8609;100;30;30;0;270;96,7;Totalt i retning GIÆVERBUKTA;7245;548;143;202;166;37;32;5
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;14567;13676;15458;100;30;30;0;279;98,1;Totalt;13449;839;195;301;293;50;44;6
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;5046;4728;5364;100;31;31;0;2;100;1;4791;252;48;80;115;10;10;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;5521;5110;5932;100;31;31;0;77;98,6;2;5134;309;103;139;50;18;16;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;444;404;484;100;31;31;0;1;99,8;4;344;99;9;8;81;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;5042;4725;5359;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;4789;251;47;79;114;10;10;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;5968;5520;6416;100;31;31;0;78;98,7;Totalt i retning GIÆVERBUKTA;5480;410;112;147;131;20;18;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;11011;10248;11774;100;31;31;0;81;99,3;Totalt;10270;661;159;226;245;30;28;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5761;5398;6124;100;31;31;0;2;100;1;5471;288;57;89;130;12;12;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;6117;5721;6513;100;31;31;0;155;97,5;2;5628;334;109;144;57;24;22;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;468;415;521;100;31;31;0;1;99,8;4;363;104;8;10;85;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5759;5397;6121;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5470;286;57;88;130;12;12;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;6587;6142;7032;100;31;31;0;155;97,6;Totalt i retning GIÆVERBUKTA;5992;440;118;154;142;26;24;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;12346;11543;13149;100;31;31;0;157;98,7;Totalt;11462;727;174;242;272;38;36;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;6276;5913;6639;100;30;30;0;2;100;1;5956;318;53;90;162;13;13;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;6593;6203;6983;100;30;30;0;222;96,6;2;6030;341;103;146;62;30;26;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;612;550;674;100;30;30;0;2;99,7;4;471;139;12;12;113;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;6273;5911;6635;100;30;30;0;2;100;Totalt i retning LANGNESBAKKEN;5954;317;53;90;162;13;13;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;7208;6759;7657;100;30;30;0;224;96,9;Totalt i retning GIÆVERBUKTA;6503;481;115;158;175;32;28;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;13481;12673;14289;100;30;30;0;226;98,3;Totalt;12457;798;168;248;337;45;41;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5920;5517;6323;100;31;31;0;2;100;1;5619;299;46;89;153;11;11;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;6346;5940;6752;100;31;31;0;235;96,3;2;5793;318;91;141;59;28;24;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;656;587;725;100;31;31;0;1;99,8;4;519;137;14;12;109;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5916;5513;6319;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5617;297;45;89;153;11;11;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;7006;6536;7476;100;31;31;0;236;96,6;Totalt i retning GIÆVERBUKTA;6313;457;106;153;167;31;27;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;12922;12062;13782;100;31;31;0;238;98,2;Totalt;11930;754;151;242;320;41;37;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5303;4849;5757;100;30;30;0;1;100;1;5028;274;37;84;145;8;8;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;6224;5821;6627;100;30;30;0;261;95,8;2;5671;292;88;121;59;24;21;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;733;665;801;100;30;30;0;1;99,9;4;586;147;15;19;111;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5299;4846;5752;100;30;30;0;1;100;Totalt i retning LANGNESBAKKEN;5026;273;37;83;145;8;8;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;6962;6501;7423;100;30;30;0;262;96,2;Totalt i retning GIÆVERBUKTA;6259;441;105;141;170;26;23;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;12261;11415;13107;100;30;30;0;263;97,9;Totalt;11284;714;141;224;315;34;31;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5146;4749;5543;100;31;31;0;0;100;1;4907;239;29;80;124;6;6;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5745;5275;6215;100;31;31;0;376;93,5;2;5142;227;67;88;51;21;17;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;769;663;875;100;31;31;0;2;99,7;4;624;144;16;22;104;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5144;4748;5540;100;31;31;0;0;100;Totalt i retning LANGNESBAKKEN;4906;237;28;80;124;6;6;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;6516;5954;7078;100;31;31;0;378;94,2;Totalt i retning GIÆVERBUKTA;5766;372;84;111;155;23;19;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;11660;10738;12582;100;31;31;0;378;96,8;Totalt;10672;609;112;190;279;29;25;4
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5033;4558;5508;100;31;31;0;2;100;1;4769;262;32;93;134;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5362;4952;5772;100;31;31;0;167;96,9;2;4977;219;68;83;57;10;9;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;682;616;748;100;31;31;0;1;99,9;4;535;145;13;22;110;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5032;4557;5507;100;31;31;0;1;100;Totalt i retning LANGNESBAKKEN;4769;262;32;93;134;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6044;5573;6515;100;31;31;0;168;97,2;Totalt i retning GIÆVERBUKTA;5512;364;81;105;167;12;10;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;11076;10191;11961;100;31;31;0;169;98,5;Totalt;10281;626;112;198;301;15;13;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6117;5729;6505;100;28;28;0;1;100;1;5811;305;39;107;155;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5694;5338;6050;100;28;28;0;202;96,5;2;5249;244;74;92;65;13;11;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;741;671;811;100;28;28;0;2;99,7;4;584;154;16;28;110;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6117;5729;6505;100;28;28;0;1;100;Totalt i retning LANGNESBAKKEN;5811;305;39;107;155;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6435;6015;6855;100;28;28;0;203;96,8;Totalt i retning GIÆVERBUKTA;5834;398;90;119;174;14;12;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;12552;11750;13354;100;28;28;0;204;98,4;Totalt;11645;703;129;227;330;17;15;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5555;5250;5860;100;31;31;0;1;100;1;5295;258;33;77;145;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5920;5602;6238;100;31;31;0;143;97,6;2;5546;231;81;77;60;13;11;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;703;642;764;100;31;31;0;1;99,9;4;553;149;14;17;117;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5554;5249;5859;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5295;258;32;77;145;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6624;6250;6998;100;31;31;0;144;97,8;Totalt i retning GIÆVERBUKTA;6100;381;95;94;177;14;12;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;12177;11525;12829;100;31;31;0;144;98,8;Totalt;11394;639;128;171;322;18;16;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4997;4519;5475;100;30;30;0;2;100;1;4775;220;27;64;126;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5670;5148;6192;100;30;30;0;145;97,4;2;5322;203;68;68;53;14;12;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;644;556;732;100;30;30;0;0;100;4;507;136;13;12;111;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4996;4518;5474;100;30;30;0;2;100;Totalt i retning LANGNESBAKKEN;4775;220;27;64;126;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6315;5708;6922;100;30;30;0;146;97,7;Totalt i retning GIÆVERBUKTA;5829;340;81;81;164;14;12;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;11310;10234;12386;100;30;30;0;146;98,7;Totalt;10604;559;108;144;290;17;15;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5462;5112;5812;100;31;31;0;1;100;1;5220;241;32;75;130;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6463;5989;6937;100;31;31;0;238;96,3;2;5958;267;92;101;55;19;16;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;813;727;899;100;31;31;0;1;99,9;4;657;155;15;15;123;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5461;5111;5811;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5219;240;32;75;130;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7277;6722;7832;100;31;31;0;239;96,7;Totalt i retning GIÆVERBUKTA;6616;422;107;117;178;20;17;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;12738;11838;13638;100;31;31;0;241;98,1;Totalt;11835;662;139;191;308;24;21;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5852;5471;6233;100;30;30;0;3;99,9;1;5566;283;49;82;144;7;7;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6747;6287;7207;100;30;30;0;211;96,9;2;6197;340;112;149;55;23;20;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;811;728;894;100;30;30;0;1;99,9;4;649;162;20;16;124;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5849;5468;6230;100;30;30;0;3;99,9;Totalt i retning LANGNESBAKKEN;5564;282;48;82;144;7;7;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7561;7020;8102;100;30;30;0;212;97,2;Totalt i retning GIÆVERBUKTA;6847;502;132;165;179;25;22;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;13410;12492;14328;100;30;30;0;215;98,4;Totalt;12411;784;180;247;324;32;29;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;4412;4144;4680;100;31;31;0;2;100;1;4191;220;34;58;123;5;5;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5025;4688;5362;100;31;31;0;28;99,4;2;4756;241;83;104;45;8;8;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;440;400;480;100;31;31;0;1;99,8;4;331;109;9;7;92;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;4410;4142;4678;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;4189;219;33;57;123;5;5;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5467;5094;5840;100;31;31;0;28;99,5;Totalt i retning GIÆVERBUKTA;5088;350;93;112;136;9;9;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;9877;9240;10514;100;31;31;0;30;99,7;Totalt;9278;569;126;169;260;15;14;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5648;5298;5998;100;31;31;0;3;99,9;1;5386;259;47;74;131;7;7;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6257;5855;6659;100;31;31;0;149;97,6;2;5803;305;102;133;49;20;17;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;650;584;716;100;31;31;0;1;99,8;4;516;134;14;12;107;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5646;5296;5996;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5385;259;47;74;131;7;7;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6909;6446;7372;100;31;31;0;150;97,8;Totalt i retning GIÆVERBUKTA;6320;439;117;145;156;21;18;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;12555;11745;13365;100;31;31;0;153;98,8;Totalt;11705;698;163;219;287;28;25;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6497;6127;6867;100;30;30;0;3;100;1;6168;326;57;87;172;10;10;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6583;6197;6969;100;30;30;0;187;97,2;2;6064;332;107;141;61;23;20;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;699;634;764;100;30;30;0;2;99,7;4;542;155;16;13;124;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6495;6125;6865;100;30;30;0;3;100;Totalt i retning LANGNESBAKKEN;6167;324;56;87;172;10;10;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7284;6834;7734;100;30;30;0;188;97,4;Totalt i retning GIÆVERBUKTA;6608;488;124;154;185;25;22;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;13778;12960;14596;100;30;30;0;191;98,6;Totalt;12775;812;180;240;358;35;32;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6372;5978;6766;100;31;31;0;2;100;1;6071;299;49;73;169;8;8;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6257;5860;6654;100;31;31;0;230;96,3;2;5749;278;88;109;59;22;19;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;758;679;837;100;31;31;0;1;99,9;4;605;152;15;14;122;2;2;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6370;5977;6763;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;6070;298;49;73;169;8;8;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;7017;6552;7482;100;31;31;0;231;96,7;Totalt i retning GIÆVERBUKTA;6355;431;104;122;181;23;20;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;13387;12530;14244;100;31;31;0;233;98,3;Totalt;12425;729;153;195;350;31;28;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5974;5609;6339;100;30;30;0;1;100;1;5696;277;43;66;162;5;5;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6218;5853;6583;100;30;30;0;292;95,3;2;5679;247;86;88;54;18;15;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;886;803;969;100;30;30;0;3;99,7;4;712;171;20;18;131;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5974;5609;6339;100;30;30;0;2;100;Totalt i retning LANGNESBAKKEN;5696;276;43;66;162;5;5;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7105;6668;7542;100;30;30;0;294;95,9;Totalt i retning GIÆVERBUKTA;6392;419;107;107;185;20;17;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;13079;12289;13869;100;30;30;0;296;97,7;Totalt;12088;695;150;172;347;25;22;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6258;5713;6803;100;31;31;0;1;100;1;6012;245;37;50;154;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5545;5120;5970;100;31;31;0;436;92,1;2;4921;188;65;58;49;15;13;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;912;780;1044;100;31;31;0;3;99,7;4;757;152;18;17;116;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6257;5712;6802;100;31;31;0;1;100;Totalt i retning LANGNESBAKKEN;6011;245;36;50;154;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6458;5919;6997;100;31;31;0;438;93,2;Totalt i retning GIÆVERBUKTA;5680;340;84;75;165;16;14;2
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;12715;11638;13792;100;31;31;0;439;96,5;Totalt;11691;585;120;125;319;22;19;3
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5509;5135;5883;100;31;31;0;2;100;1;5212;295;44;76;171;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5087;4757;5417;100;31;31;0;61;98,8;2;4798;228;75;79;67;7;6;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;680;611;749;100;31;31;0;1;99,9;4;553;127;11;13;102;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5508;5134;5882;100;31;31;0;2;100;Totalt i retning LANGNESBAKKEN;5211;295;44;76;171;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5768;5371;6165;100;31;31;0;61;98,9;Totalt i retning GIÆVERBUKTA;5352;355;87;92;169;8;7;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11276;10506;12046;100;31;31;0;63;99,4;Totalt;10563;650;130;168;341;11;10;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5782;5407;6157;100;28;28;0;2;100;1;5472;308;53;72;179;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5326;4971;5681;100;28;28;0;97;98,2;2;4993;236;79;76;72;9;8;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;692;633;751;100;28;28;0;1;99,9;4;563;128;11;14;103;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5780;5405;6155;100;28;28;0;1;100;Totalt i retning LANGNESBAKKEN;5471;308;52;72;179;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6020;5621;6419;100;28;28;0;98;98,4;Totalt i retning GIÆVERBUKTA;5557;365;90;90;175;10;9;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;11800;11030;12570;100;28;28;0;100;99,2;Totalt;11028;672;143;162;354;14;13;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5913;5577;6249;100;31;31;0;2;100;1;5533;378;84;102;188;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5505;5192;5818;100;31;31;0;90;98,4;2;5156;259;80;92;80;8;7;1
